Código único de carrera,Código institución,Área del conocimiento,Tipo de institución,Nombre institución,Nombre carrera,Región,Jornada,Sede,Duración Formal (semestres),Nivel carrera,Matrícula Total Femenina 2025,Matrícula Total Masculina 2025,Matrícula Total 2025,Matrícula 1er año Femenina 2025,Matrícula 1er año Masculina 2025,Matrícula 1er año Total 2025,Porcentaje Municipal,Porcentaje Subvencionado,Porcentaje Pagado,Porcentaje Admin Delegada,Titulación Femenina 2024,Titlación Masculina 2024,Titulación Total 2024,Promedio PAES 2025 de Matrícula 1er año 2025,Vacantes 1er semestre,NEM,Ranking,PAES Lenguaje,PAES Matemáticas,PAES Matemáticas 2,PAES Historia,PAES Ciencias,Otros,Área Carrera Genérica,arancel_unidad_original,arancel_valor,titulacion_unidad_original,titulacion_valor,acreditada,anios_acreditacion,Dirección Sede Central,Página web,Empleabilidad 1er año,Empleabilidad 2° año,ingreso_4to_anio_valor,Retención 1er año,Duración Real (semestres),% titulados con continuidad de estudios,Empleabilidad 1er año_relleno_agregado,Empleabilidad 2° año_relleno_agregado,Retención 1er año_relleno_agregado,ingreso_4to_anio_valor_relleno_agregado,Duración Real (semestres)_relleno_agregado
I143S30C27J2V2,143,Tecnología,Institutos Profesionales,IP AIEP,TECNICO EN PREVENCION DE RIESGOS,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,7,7,14,0,0,0,0.36,0.64,0.0,0.0,1,1,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Prevención de Riesgos,CLP,2550000,CLP,714000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.61,0.67,1050000.0,0.64,5.87,0.41,False,False,False,False,False
I143S30C28J1V1,143,Ciencias Sociales,Institutos Profesionales,IP AIEP,TRABAJO SOCIAL,Metropolitana,Diurna,SEDE SAN BERNARDO,8,Profesional,58,13,71,7,3,10,0.45,0.48,0.0,0.07,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trabajo Social,CLP,2380000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.65,0.72,1050000.0,0.72,10.12,0.14,False,False,False,False,False
I143S30C28J2V2,143,Ciencias Sociales,Institutos Profesionales,IP AIEP,TRABAJO SOCIAL,Metropolitana,Vespertina,SEDE SAN BERNARDO,8,Profesional,93,14,107,26,5,31,0.33,0.62,0.0,0.05,26,3,29,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trabajo Social,CLP,2420000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.65,0.72,1050000.0,0.72,10.12,0.14,False,False,False,False,False
I143S30C30J1V1,143,Derecho,Institutos Profesionales,IP AIEP,TECNICO JURIDICO,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico Jurídico,CLP,2170000,CLP,608000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.57,0.61,950000.0,0.69,5.71,0.26,False,False,False,False,False
I143S30C30J2V1,143,Derecho,Institutos Profesionales,IP AIEP,TECNICO JURIDICO,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,7,0,7,0,0,0,,,,,6,1,7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico Jurídico,CLP,2290000,CLP,641000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.57,0.61,950000.0,0.69,5.71,0.26,False,False,False,False,False
I143S30C30J3V1,143,Derecho,Institutos Profesionales,IP AIEP,TECNICO JURIDICO,Metropolitana,Semipresencial,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico Jurídico,CLP,2560000,CLP,717000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.57,0.61,950000.0,0.69,5.71,0.26,False,False,False,False,False
I143S30C34J1V1,143,Salud,Institutos Profesionales,IP AIEP,TECNICO EN ENFERMERIA,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,85,13,98,24,1,25,0.38,0.56,0.0,0.07,53,6,59,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Enfermería,CLP,3090000,CLP,865000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.63,0.67,850000.0,0.68,5.85,0.08,False,False,False,False,False
I143S30C34J2V1,143,Salud,Institutos Profesionales,IP AIEP,TECNICO EN ENFERMERIA,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,64,20,84,20,11,31,0.51,0.4,0.0,0.1,26,5,31,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Enfermería,CLP,3260000,CLP,913000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.63,0.67,850000.0,0.68,5.85,0.08,False,False,False,False,False
I143S30C376J1V1,143,Tecnología,Institutos Profesionales,IP AIEP,TECNICO EN MECANICA AUTOMOTRIZ Y AUTOTRONICA,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Mecánica Automotriz,CLP,2560000,CLP,717000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.66,0.71,1050000.0,0.63,5.78,0.2,False,False,False,False,False
I143S30C42J2V2,143,Educación,Institutos Profesionales,IP AIEP,TECNICO DEPORTIVO,Metropolitana,Vespertina,SEDE SAN BERNARDO,4,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Técnico en Deporte, Recreación y Preparación Física",CLP,2530000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.37,0.44,850000.0,0.68,6.02,0.14,False,False,False,False,False
I143S30C469J1V1,143,Educación,Institutos Profesionales,IP AIEP,TECNICO EN EDUCACION ESPECIAL,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,10,0,10,0,0,0,0.1,0.8,0.0,0.1,12,0,12,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico Asistente del Educador Diferencial,CLP,2330000,CLP,652000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.39,0.46,650000.0,0.74,5.89,0.15,False,False,False,False,False
I143S30C469J2V2,143,Educación,Institutos Profesionales,IP AIEP,TECNICO EN EDUCACION ESPECIAL,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,37,0,37,10,0,10,0.28,0.62,0.0,0.09,12,0,12,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico Asistente del Educador Diferencial,CLP,2340000,CLP,655000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.39,0.46,650000.0,0.74,5.89,0.15,False,False,False,False,False
I143S30C53J1V2,143,Salud,Institutos Profesionales,IP AIEP,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,17,0,17,0,0,0,0.18,0.82,0.0,0.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Enfermería,CLP,3410000,CLP,955000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.63,0.67,850000.0,0.68,5.85,0.08,False,False,False,False,False
I143S30C53J2V2,143,Salud,Institutos Profesionales,IP AIEP,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,24,9,33,11,4,15,0.55,0.45,0.0,0.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Enfermería,CLP,3370000,CLP,944000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.63,0.67,850000.0,0.68,5.85,0.08,False,False,False,False,False
I143S30C53J3V1,143,Salud,Institutos Profesionales,IP AIEP,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Metropolitana,Semipresencial,SEDE SAN BERNARDO,4,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Enfermería,CLP,3410000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.63,0.67,850000.0,0.68,5.85,0.08,False,False,False,False,False
I143S30C53J3V2,143,Salud,Institutos Profesionales,IP AIEP,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Metropolitana,Semipresencial,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Enfermería,CLP,3410000,CLP,955000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.63,0.67,850000.0,0.68,5.85,0.08,False,False,False,False,False
I143S30C59J1V1,143,Arte y Arquitectura,Institutos Profesionales,IP AIEP,TECNICO EN COSMETOLOGIA,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,34,0,34,17,0,17,0.25,0.69,0.06,0.0,18,0,18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Peluquería y Estética,CLP,3460000,CLP,969000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.25,0.33,850000.0,0.73,5.69,0.12,False,False,False,False,False
I143S30C59J2V2,143,Arte y Arquitectura,Institutos Profesionales,IP AIEP,TECNICO EN COSMETOLOGIA,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,8,0,8,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Peluquería y Estética,CLP,3490000,CLP,977000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.25,0.33,850000.0,0.73,5.69,0.12,False,False,False,False,False
I143S30C609J1V2,143,Administración y Comercio,Institutos Profesionales,IP AIEP,GASTRONOMIA INTERNACIONAL,Metropolitana,Diurna,SEDE SAN BERNARDO,4,Técnica de Nivel Superior,4,5,9,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Gastronomía y Cocina,CLP,3450000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.5,0.48,750000.0,0.69,5.75,0.07,False,False,False,False,False
I143S30C616J1V1,143,Tecnología,Institutos Profesionales,IP AIEP,TECNICO EN ELECTRICIDAD Y ELECTRONICA,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Electricidad y Electricidad Industrial,CLP,2470000,CLP,692000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.79,0.81,1150000.0,0.67,5.4,0.35,False,False,False,False,False
I143S30C616J2V1,143,Tecnología,Institutos Profesionales,IP AIEP,TECNICO EN ELECTRICIDAD Y ELECTRONICA,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,3,28,31,1,16,17,0.41,0.52,0.0,0.07,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Electricidad y Electricidad Industrial,CLP,2820000,CLP,790000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.79,0.81,1150000.0,0.67,5.4,0.35,False,False,False,False,False
I143S30C616J3V1,143,Tecnología,Institutos Profesionales,IP AIEP,TECNICO EN ELECTRICIDAD Y ELECTRONICA,Metropolitana,Semipresencial,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Electricidad y Electricidad Industrial,CLP,2820000,CLP,790000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.79,0.81,1150000.0,0.67,5.4,0.35,False,False,False,False,False
I143S30C62J1V1,143,Salud,Institutos Profesionales,IP AIEP,PODOLOGIA CLINICA,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,18,1,19,1,0,1,0.54,0.31,0.08,0.08,7,1,8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Podología,CLP,2750000,CLP,770000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.4,0.34,1041393.21,0.77,5.5,0.05,False,False,False,True,False
I143S30C62J2V1,143,Salud,Institutos Profesionales,IP AIEP,PODOLOGIA CLINICA,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,50,4,54,26,1,27,0.6,0.4,0.0,0.0,13,0,13,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Podología,CLP,2930000,CLP,820000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.4,0.34,1041393.21,0.77,5.5,0.05,False,False,False,True,False
I143S30C645J1V1,143,Administración y Comercio,Institutos Profesionales,IP AIEP,OPERACIONES LOGISTICAS,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Logística,CLP,2260000,CLP,633000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.81,0.83,1150000.0,0.64,5.37,0.36,False,False,False,False,False
I143S30C645J2V2,143,Administración y Comercio,Institutos Profesionales,IP AIEP,OPERACIONES LOGISTICAS,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,16,44,60,3,13,16,0.41,0.51,0.02,0.06,4,13,17,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Logística,CLP,2630000,CLP,736000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.81,0.83,1150000.0,0.64,5.37,0.36,False,False,False,False,False
I143S30C645J3V1,143,Administración y Comercio,Institutos Profesionales,IP AIEP,OPERACIONES LOGISTICAS,Metropolitana,Semipresencial,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,1,0,1,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Logística,CLP,2660000,CLP,745000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.81,0.83,1150000.0,0.64,5.37,0.36,False,False,False,False,False
I143S30C650J1V2,143,Tecnología,Institutos Profesionales,IP AIEP,INGENIERIA EN CIBERSEGURIDAD,Metropolitana,Diurna,SEDE SAN BERNARDO,8,Profesional,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería en Conectividad y Redes,CLP,2530000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.95,0.91,1450000.0,0.61,9.77,0.17,False,True,False,False,False
I143S30C650J2V2,143,Tecnología,Institutos Profesionales,IP AIEP,INGENIERIA EN CIBERSEGURIDAD,Metropolitana,Vespertina,SEDE SAN BERNARDO,8,Profesional,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería en Conectividad y Redes,CLP,2540000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.95,0.91,1450000.0,0.61,9.77,0.17,False,True,False,False,False
I143S30C651J1V1,143,Administración y Comercio,Institutos Profesionales,IP AIEP,ADMINISTRACION DE EMPRESAS,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,4,4,8,0,0,0,,,,,5,2,7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Administración de Empresas,CLP,2270000,CLP,636000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.68,0.7,1050000.0,0.67,5.73,0.4,False,False,False,False,False
I143S30C651J2V1,143,Administración y Comercio,Institutos Profesionales,IP AIEP,ADMINISTRACION DE EMPRESAS,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,35,21,56,15,10,25,0.23,0.66,0.0,0.11,14,8,22,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Administración de Empresas,CLP,2580000,CLP,722000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.68,0.7,1050000.0,0.67,5.73,0.4,False,False,False,False,False
I143S30C653J1V1,143,Ciencias Sociales,Institutos Profesionales,IP AIEP,TECNICO EN ADMINISTRACION PUBLICA,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Administración Pública o Municipal,CLP,2350000,CLP,658000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.61,0.66,1393302.78,0.65,5.78,0.49,False,False,False,True,False
I143S30C653J2V1,143,Ciencias Sociales,Institutos Profesionales,IP AIEP,TECNICO EN ADMINISTRACION PUBLICA,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,1,1,2,0,0,0,,,,,1,1,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Administración Pública o Municipal,CLP,2350000,CLP,658000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.61,0.66,1393302.78,0.65,5.78,0.49,False,False,False,True,False
I143S30C653J3V1,143,Ciencias Sociales,Institutos Profesionales,IP AIEP,TECNICO EN ADMINISTRACION PUBLICA,Metropolitana,Semipresencial,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,3,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Administración Pública o Municipal,CLP,2560000,CLP,717000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.61,0.66,1393302.78,0.65,5.78,0.49,False,False,False,True,False
I143S30C654J1V1,143,Tecnología,Institutos Profesionales,IP AIEP,TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Técnico en Instrumentación, Automatización y Control Industrial",CLP,2410000,CLP,675000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.89,0.91,2233588.83,0.53,5.43,0.39,False,False,False,True,False
I143S30C654J2V1,143,Tecnología,Institutos Profesionales,IP AIEP,TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,4,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Técnico en Instrumentación, Automatización y Control Industrial",CLP,2710000,CLP,759000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.89,0.91,2233588.83,0.53,5.43,0.39,False,False,False,True,False
I143S30C660J1V1,143,Ciencias Sociales,Institutos Profesionales,IP AIEP,ADMINISTRACION PUBLICA,Metropolitana,Diurna,SEDE SAN BERNARDO,8,Profesional,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administración Pública,CLP,2350000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.98,0.99,2136592.52,0.75,9.12,,True,True,True,True,True
I143S30C660J2V1,143,Ciencias Sociales,Institutos Profesionales,IP AIEP,ADMINISTRACION PUBLICA,Metropolitana,Vespertina,SEDE SAN BERNARDO,8,Profesional,4,2,6,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administración Pública,CLP,2350000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.98,0.99,2136592.52,0.75,9.12,,True,True,True,True,True
I143S30C660J3V1,143,Ciencias Sociales,Institutos Profesionales,IP AIEP,ADMINISTRACION PUBLICA,Metropolitana,Semipresencial,SEDE SAN BERNARDO,8,Profesional,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administración Pública,CLP,2560000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.98,0.99,2136592.52,0.75,9.12,,True,True,True,True,True
I143S30C665J1V1,143,Administración y Comercio,Institutos Profesionales,IP AIEP,INGENIERIA EN OPERACIONES LOGISTICAS,Metropolitana,Diurna,SEDE SAN BERNARDO,8,Profesional,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería en Logística,CLP,2260000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.85,0.89,1776994.74,0.79,9.57,,True,True,True,True,True
I143S30C665J2V1,143,Administración y Comercio,Institutos Profesionales,IP AIEP,INGENIERIA EN OPERACIONES LOGISTICAS,Metropolitana,Vespertina,SEDE SAN BERNARDO,8,Profesional,2,10,12,0,0,0,0.1,0.8,0.0,0.1,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería en Logística,CLP,2630000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.85,0.89,1776994.74,0.79,9.57,,True,True,True,True,True
I143S30C665J3V1,143,Administración y Comercio,Institutos Profesionales,IP AIEP,INGENIERIA EN OPERACIONES LOGISTICAS,Metropolitana,Semipresencial,SEDE SAN BERNARDO,8,Profesional,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería en Logística,CLP,2660000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.85,0.89,1776994.74,0.79,9.57,,True,True,True,True,True
I143S30C677J1V1,143,Tecnología,Institutos Profesionales,IP AIEP,PROGRAMACION Y ANALISIS DE SISTEMAS,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,5,27,32,2,9,11,0.35,0.45,0.16,0.03,0,13,13,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Computación e Informática,CLP,2340000,CLP,655000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.61,0.7,1250000.0,0.63,5.87,0.39,False,False,False,False,False
I143S30C677J2V1,143,Tecnología,Institutos Profesionales,IP AIEP,PROGRAMACION Y ANALISIS DE SISTEMAS,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,2,10,12,0,0,0,,,,,2,7,9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Computación e Informática,CLP,2530000,CLP,708000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.61,0.7,1250000.0,0.63,5.87,0.39,False,False,False,False,False
I143S30C707J1V1,143,Tecnología,Institutos Profesionales,IP AIEP,INGENIERIA INDUSTRIAL,Metropolitana,Diurna,SEDE SAN BERNARDO,8,Profesional,0,0,0,0,0,0,,,,,0,0,0,,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería Industrial,CLP,2400000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.95,0.95,2847984.38,0.68,9.55,,True,True,True,True,True
I143S30C707J2V1,143,Tecnología,Institutos Profesionales,IP AIEP,INGENIERIA INDUSTRIAL,Metropolitana,Vespertina,SEDE SAN BERNARDO,8,Profesional,0,0,0,0,0,0,,,,,0,0,0,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería Industrial,CLP,2710000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.95,0.95,2847984.38,0.68,9.55,,True,True,True,True,True
I143S30C712J3V1,143,Administración y Comercio,Institutos Profesionales,IP AIEP,INGENIERIA EN GESTION FINANCIERA,Metropolitana,Semipresencial,SEDE SAN BERNARDO,8,Profesional,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería en Finanzas,CLP,2590000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.78,0.83,1634436.67,0.77,9.83,,True,True,True,True,True
I143S30C713J1V1,143,Administración y Comercio,Institutos Profesionales,IP AIEP,GESTION DE PERSONAS,Metropolitana,Diurna,SEDE SAN BERNARDO,4,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Administración de Recursos Humanos y Personal,CLP,2270000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.72,0.76,1160183.12,0.68,6.45,,True,True,True,True,True
I143S30C72J1V2,143,Arte y Arquitectura,Institutos Profesionales,IP AIEP,TECNICO EN PELUQUERIA,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Peluquería y Estética,CLP,3120000,CLP,874000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.25,0.33,850000.0,0.73,5.69,0.12,False,False,False,False,False
I143S30C72J2V2,143,Arte y Arquitectura,Institutos Profesionales,IP AIEP,TECNICO EN PELUQUERIA,Metropolitana,Vespertina,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico en Peluquería y Estética,CLP,3310000,CLP,927000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.25,0.33,850000.0,0.73,5.69,0.12,False,False,False,False,False
I143S30C73J1V1,143,Administración y Comercio,Institutos Profesionales,IP AIEP,AUDITORIA,Metropolitana,Diurna,SEDE SAN BERNARDO,8,Profesional,0,0,0,0,0,0,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Contador Auditor,CLP,2230000,CLP,265000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.8,0.8,1350000.0,0.68,10.55,0.11,False,False,False,False,False
I143S30C742J1V1,143,Educación,Institutos Profesionales,IP AIEP,TECNICO EN EDUCACION PARVULARIA 1 Y 2 BASICO,Metropolitana,Diurna,SEDE SAN BERNARDO,5,Técnica de Nivel Superior,37,0,37,36,0,36,0.4,0.57,0.0,0.03,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Técnico Asistente del Educador de Párvulos,CLP,2460000,CLP,689000,True,5,"Bellavista Nº 0121, Providencia, Santiago",www.aiep.cl,0.38,0.44,650000.0,0.75,5.83,0.1,False,False,False,False,False
