Código único de carrera,Código institución,Área del conocimiento,Tipo de institución,Nombre institución,Nombre carrera,Región,Jornada,Sede,Duración Formal (semestres),Nivel carrera,Matrícula Total Femenina 2025,Matrícula Total Masculina 2025,Matrícula Total 2025,Matrícula 1er año Femenina 2025,Matrícula 1er año Masculina 2025,Matrícula 1er año Total 2025,Porcentaje Municipal,Porcentaje Subvencionado,Porcentaje Pagado,Porcentaje Admin Delegada,Titulación Femenina 2024,Titlación Masculina 2024,Titulación Total 2024,Promedio PAES 2025 de Matrícula 1er año 2025,Vacantes 1er semestre,NEM,Ranking,PAES Lenguaje,PAES Matemáticas,PAES Matemáticas 2,PAES Historia,PAES Ciencias,Otros,Área Carrera Genérica,arancel_unidad_original,arancel_valor,titulacion_unidad_original,titulacion_valor,acreditada,anios_acreditacion,Dirección Sede Central,Página web,Empleabilidad 1er año,Empleabilidad 2° año,ingreso_4to_anio_valor,Retención 1er año,Duración Real (semestres),% titulados con continuidad de estudios,Empleabilidad 1er año_relleno_agregado,Empleabilidad 2° año_relleno_agregado,Retención 1er año_relleno_agregado,ingreso_4to_anio_valor_relleno_agregado,Duración Real (semestres)_relleno_agregado
I1S1C10J4V1,1,Ciencias Sociales,Universidades,UNIVERSIDAD GABRIELA MISTRAL,LICENCIATURA EN HISTORIA,Metropolitana,A Distancia,CASA CENTRAL,8,Profesional,25,43,68,4,3,7,0.26,0.59,0.15,0.0,4,6,10,,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Historia,CLP,3407000,CLP,321000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,,,,,,,True,True,True,True,True
I1S1C10J4V2,1,Ciencias Sociales,Universidades,UNIVERSIDAD GABRIELA MISTRAL,LICENCIATURA EN HISTORIA,Metropolitana,A Distancia,CASA CENTRAL,4,Profesional,0,0,0,0,0,0,,,,,0,0,0,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Historia,CLP,3407000,CLP,340000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,,,,,,,True,True,True,True,True
I1S1C10J4V3,1,Ciencias Sociales,Universidades,UNIVERSIDAD GABRIELA MISTRAL,LICENCIATURA EN HISTORIA,Metropolitana,A Distancia,CASA CENTRAL,5,Profesional,0,0,0,0,0,0,,,,,0,0,0,,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Historia,CLP,3407000,CLP,340000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,,,,,,,True,True,True,True,True
I1S1C12J1V1,1,Ciencias Sociales,Universidades,UNIVERSIDAD GABRIELA MISTRAL,PSICOLOGIA,Metropolitana,Diurna,CASA CENTRAL,10,Profesional,368,235,603,60,45,105,0.17,0.64,0.16,0.03,10,3,13,561.86,200,30.0,40.0,10.0,10.0,0.0,10.0,10.0,0.0,Psicología,CLP,5629000,CLP,531000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.65,0.71,1450000.0,0.9,11.5,0.0,False,False,False,False,True
I1S1C12J2V4,1,Ciencias Sociales,Universidades,UNIVERSIDAD GABRIELA MISTRAL,PSICOLOGIA,Metropolitana,Vespertina,CASA CENTRAL,8,Profesional,34,10,44,0,0,0,0.36,0.23,0.32,0.09,13,2,15,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Psicología,CLP,5629000,CLP,562000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.65,0.71,1450000.0,0.9,11.5,0.0,False,False,False,False,True
I1S1C12J4V4,1,Ciencias Sociales,Universidades,UNIVERSIDAD GABRIELA MISTRAL,PSICOLOGIA,Metropolitana,A Distancia,CASA CENTRAL,8,Profesional,893,208,1101,0,0,0,0.3,0.5,0.19,0.01,0,0,0,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Psicología,CLP,5737000,CLP,531000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.65,0.71,1450000.0,0.9,11.5,0.0,False,False,False,False,True
I1S1C185J4V1,1,Arte y Arquitectura,Universidades,UNIVERSIDAD GABRIELA MISTRAL,LICENCIATURA EN ARTES DIGITALES,Metropolitana,A Distancia,CASA CENTRAL,2,Profesional,0,0,0,0,0,0,,,,,0,0,0,,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artes y Licenciatura en Artes,CLP,3407000,CLP,340000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.32,0.44,1036736.82,0.83,10.86,,True,True,True,True,True
I1S1C196J1V2,1,Tecnología,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA CIVIL INFORMATICA,Metropolitana,Diurna,CASA CENTRAL,10,Profesional,8,59,67,2,8,10,0.15,0.65,0.11,0.1,0,0,0,,60,30.0,35.0,10.0,10.0,5.0,10.0,10.0,0.0,Ingeniería Civil en Computación e Informática,CLP,5752000,CLP,543000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.88,0.94,2683432.45,0.84,14.12,,True,True,True,True,True
I1S1C20J4V3,1,Administración y Comercio,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Metropolitana,A Distancia,CASA CENTRAL,5,Profesional,47,40,87,0,0,0,0.23,0.57,0.13,0.06,8,7,15,,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administración de Empresas e Ing. Asociadas,CLP,4114000,CLP,377000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.78,0.82,1675631.36,0.75,12.03,,True,True,True,True,True
I1S1C20J4V4,1,Administración y Comercio,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Metropolitana,A Distancia,CASA CENTRAL,6,Profesional,62,46,108,0,0,0,0.27,0.55,0.16,0.03,10,7,17,,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administración de Empresas e Ing. Asociadas,CLP,4114000,CLP,377000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.78,0.82,1675631.36,0.75,12.03,,True,True,True,True,True
I1S1C227J4V2,1,Ciencias Sociales,Universidades,UNIVERSIDAD GABRIELA MISTRAL,TRABAJO SOCIAL,Metropolitana,A Distancia,CASA CENTRAL,6,Profesional,95,12,107,0,0,0,0.42,0.53,0.03,0.02,4,0,4,,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trabajo Social,CLP,3703000,CLP,349000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.67,0.78,1206924.91,0.82,11.3,,True,True,True,True,True
I1S1C227J4V4,1,Ciencias Sociales,Universidades,UNIVERSIDAD GABRIELA MISTRAL,TRABAJO SOCIAL,Metropolitana,A Distancia,CASA CENTRAL,7,Profesional,83,11,94,0,0,0,0.31,0.57,0.08,0.04,20,1,21,,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trabajo Social,CLP,3703000,CLP,349000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.67,0.78,1206924.91,0.82,11.3,,True,True,True,True,True
I1S1C232J4V3,1,Ciencias Sociales,Universidades,UNIVERSIDAD GABRIELA MISTRAL,PERIODISMO,Metropolitana,A Distancia,CASA CENTRAL,4,Profesional,18,18,36,0,0,0,0.26,0.53,0.16,0.05,0,0,0,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Periodismo,CLP,4075000,CLP,377000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.7,0.79,1436817.01,0.87,11.43,,True,True,True,True,True
I1S1C232J4V4,1,Ciencias Sociales,Universidades,UNIVERSIDAD GABRIELA MISTRAL,PERIODISMO,Metropolitana,A Distancia,CASA CENTRAL,6,Profesional,35,61,96,0,0,0,0.38,0.43,0.17,0.02,0,0,0,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Periodismo,CLP,4075000,CLP,377000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.7,0.79,1436817.01,0.87,11.43,,True,True,True,True,True
I1S1C237J1V1,1,Arte y Arquitectura,Universidades,UNIVERSIDAD GABRIELA MISTRAL,DISEÑO EN ANIMACION DIGITAL,Metropolitana,Diurna,CASA CENTRAL,9,Profesional,71,59,130,12,9,21,0.21,0.6,0.17,0.02,0,0,0,,60,30.0,40.0,10.0,10.0,0.0,10.0,10.0,0.0,Diseño Gráfico,CLP,4814000,CLP,454000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.44,0.53,1179236.2,0.84,11.58,,True,True,True,True,True
I1S1C238J1V1,1,Arte y Arquitectura,Universidades,UNIVERSIDAD GABRIELA MISTRAL,DISEÑO EN INTERACCION DIGITAL,Metropolitana,Diurna,CASA CENTRAL,9,Profesional,17,8,25,2,1,3,0.14,0.45,0.32,0.09,0,0,0,,20,30.0,40.0,10.0,10.0,0.0,10.0,10.0,0.0,Diseño Gráfico,CLP,4814000,CLP,454000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.44,0.53,1179236.2,0.84,11.58,,True,True,True,True,True
I1S1C239J1V1,1,Arte y Arquitectura,Universidades,UNIVERSIDAD GABRIELA MISTRAL,DISEÑO DE VIDEOJUEGOS,Metropolitana,Diurna,CASA CENTRAL,9,Profesional,7,55,62,1,11,12,0.22,0.47,0.22,0.09,0,0,0,,30,30.0,40.0,10.0,10.0,0.0,10.0,10.0,0.0,Diseño Gráfico,CLP,4814000,CLP,454000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.44,0.53,1179236.2,0.84,11.58,,True,True,True,True,True
I1S1C241J1V1,1,Arte y Arquitectura,Universidades,UNIVERSIDAD GABRIELA MISTRAL,DISEÑO EN MARKETING DIGITAL,Metropolitana,Diurna,CASA CENTRAL,9,Profesional,21,5,26,7,0,7,0.19,0.58,0.19,0.04,0,0,0,,20,30.0,40.0,10.0,10.0,0.0,10.0,10.0,0.0,Diseño Gráfico,CLP,4814000,CLP,454000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.44,0.53,1179236.2,0.84,11.58,,True,True,True,True,True
I1S1C242J1V2,1,Arte y Arquitectura,Universidades,UNIVERSIDAD GABRIELA MISTRAL,ARQUITECTURA,Metropolitana,Diurna,CASA CENTRAL,10,Profesional,0,0,0,0,0,0,,,,,0,0,0,,80,30.0,40.0,10.0,10.0,0.0,10.0,10.0,0.0,Arquitectura,CLP,5185000,CLP,489000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.62,0.74,1493344.75,0.82,14.73,,True,True,True,True,True
I1S1C250J4V2,1,Tecnología,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA EN COMPUTACION E INFORMATICA,Metropolitana,A Distancia,CASA CENTRAL,5,Profesional,20,58,78,0,0,0,0.23,0.59,0.14,0.04,0,0,0,,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería en Computación e Informática,CLP,4114000,CLP,377000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.83,0.89,2151896.84,0.79,12.27,,True,True,True,True,True
I1S1C250J4V4,1,Tecnología,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA EN COMPUTACION E INFORMATICA,Metropolitana,A Distancia,CASA CENTRAL,5,Profesional,12,75,87,0,0,0,0.21,0.61,0.11,0.07,0,0,0,,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería en Computación e Informática,CLP,4114000,CLP,377000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.83,0.89,2151896.84,0.79,12.27,,True,True,True,True,True
I1S1C251J4V2,1,Tecnología,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA INDUSTRIAL,Metropolitana,A Distancia,CASA CENTRAL,5,Profesional,15,65,80,0,0,0,0.5,0.36,0.05,0.09,1,9,10,,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería Industrial,CLP,4075000,CLP,377000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.88,0.89,2471354.64,0.68,12.66,,True,True,True,True,True
I1S1C251J4V3,1,Tecnología,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA INDUSTRIAL,Metropolitana,A Distancia,CASA CENTRAL,6,Profesional,28,68,96,0,0,0,0.41,0.44,0.07,0.08,1,20,21,,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería Industrial,CLP,4075000,CLP,377000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.88,0.89,2471354.64,0.68,12.66,,True,True,True,True,True
I1S1C252J4V1,1,Ciencias Sociales,Universidades,UNIVERSIDAD GABRIELA MISTRAL,LICENCIATURA EN TRABAJO SOCIAL,Metropolitana,A Distancia,CASA CENTRAL,2,Profesional,151,24,175,0,0,0,0.46,0.48,0.01,0.04,94,16,110,,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trabajo Social,CLP,2341000,CLP,234000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.67,0.78,1206924.91,0.82,11.3,,True,True,True,True,True
I1S1C26J1V4,1,Tecnología,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA CIVIL INDUSTRIAL,Metropolitana,Diurna,CASA CENTRAL,10,Profesional,11,12,23,1,3,4,0.19,0.48,0.33,0.0,0,0,0,,35,30.0,35.0,10.0,10.0,5.0,10.0,10.0,0.0,Ingeniería Civil Industrial,CLP,5752000,CLP,543000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.89,0.93,2840993.38,0.85,14.07,,True,True,True,True,True
I1S1C26J4V2,1,Tecnología,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA CIVIL INDUSTRIAL,Metropolitana,A Distancia,CASA CENTRAL,6,Profesional,23,123,146,0,0,0,0.5,0.45,0.01,0.04,0,1,1,,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería Civil Industrial,CLP,5074000,CLP,507000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.89,0.93,2840993.38,0.85,14.07,,True,True,True,True,True
I1S1C26J4V5,1,Tecnología,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA CIVIL INDUSTRIAL,Metropolitana,A Distancia,CASA CENTRAL,7,Profesional,31,49,80,0,0,0,0.27,0.6,0.11,0.02,1,1,2,,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería Civil Industrial,CLP,5074000,CLP,507000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.89,0.93,2840993.38,0.85,14.07,,True,True,True,True,True
I1S1C289J4V1,1,Humanidades,Universidades,UNIVERSIDAD GABRIELA MISTRAL,LICENCIATURA EN LITERATURA,Metropolitana,A Distancia,CASA CENTRAL,8,Profesional,37,12,49,5,5,10,0.3,0.59,0.11,0.0,0,0,0,,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Licenciatura en Letras y Literatura,CLP,3407000,CLP,321000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.35,0.59,1152079.72,0.84,10.16,,True,True,True,True,True
I1S1C289J4V2,1,Humanidades,Universidades,UNIVERSIDAD GABRIELA MISTRAL,LICENCIATURA EN LITERATURA,Metropolitana,A Distancia,CASA CENTRAL,4,Profesional,0,0,0,0,0,0,,,,,0,0,0,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Licenciatura en Letras y Literatura,CLP,3407000,CLP,340000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.35,0.59,1152079.72,0.84,10.16,,True,True,True,True,True
I1S1C289J4V3,1,Humanidades,Universidades,UNIVERSIDAD GABRIELA MISTRAL,LICENCIATURA EN LITERATURA,Metropolitana,A Distancia,CASA CENTRAL,5,Profesional,0,0,0,0,0,0,,,,,0,0,0,,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Licenciatura en Letras y Literatura,CLP,3407000,CLP,340000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.35,0.59,1152079.72,0.84,10.16,,True,True,True,True,True
I1S1C367J4V1,1,Administración y Comercio,Universidades,UNIVERSIDAD GABRIELA MISTRAL,CONTADOR PUBLICO AUDITOR,Metropolitana,A Distancia,CASA CENTRAL,5,Profesional,0,0,0,0,0,0,,,,,0,0,0,,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Contador Auditor,CLP,3600000,CLP,360000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.85,0.9,1687026.29,0.84,11.78,,True,True,True,True,True
I1S1C367J4V2,1,Administración y Comercio,Universidades,UNIVERSIDAD GABRIELA MISTRAL,CONTADOR PUBLICO AUDITOR,Metropolitana,A Distancia,CASA CENTRAL,5,Profesional,0,0,0,0,0,0,,,,,0,0,0,,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Contador Auditor,CLP,3600000,CLP,360000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.85,0.9,1687026.29,0.84,11.78,,True,True,True,True,True
I1S1C367J4V3,1,Administración y Comercio,Universidades,UNIVERSIDAD GABRIELA MISTRAL,CONTADOR PUBLICO AUDITOR,Metropolitana,A Distancia,CASA CENTRAL,6,Profesional,0,0,0,0,0,0,,,,,0,0,0,,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Contador Auditor,CLP,3600000,CLP,360000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.85,0.9,1687026.29,0.84,11.78,,True,True,True,True,True
I1S1C368J4V1,1,Arte y Arquitectura,Universidades,UNIVERSIDAD GABRIELA MISTRAL,DISEÑO DE EXPERIENCIAS INMERSIVAS Y VIDEOJUEGOS,Metropolitana,A Distancia,CASA CENTRAL,5,Profesional,0,0,0,0,0,0,,,,,0,0,0,,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diseño Gráfico,CLP,4814000,CLP,481000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.44,0.53,1179236.2,0.84,11.58,,True,True,True,True,True
I1S1C371J4V1,1,Ciencias Sociales,Universidades,UNIVERSIDAD GABRIELA MISTRAL,SOSTENIBILIDAD E INNOVACION SOCIAL,Metropolitana,A Distancia,CASA CENTRAL,6,Profesional,0,0,0,0,0,0,,,,,0,0,0,,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Otros Profesionales de Ciencias Sociales,CLP,4300000,CLP,430000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,,,,,,,True,True,True,True,True
I1S1C3J1V1,1,Derecho,Universidades,UNIVERSIDAD GABRIELA MISTRAL,DERECHO,Metropolitana,Diurna,CASA CENTRAL,10,Profesional,80,58,138,9,4,13,0.14,0.47,0.38,0.01,6,10,16,,90,30.0,40.0,10.0,10.0,0.0,10.0,10.0,0.0,Derecho,CLP,5999000,CLP,566000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.75,0.82,2204825.64,0.83,16.19,,True,True,True,True,True
I1S1C7J1V1,1,Administración y Comercio,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA COMERCIAL,Metropolitana,Diurna,CASA CENTRAL,10,Profesional,24,43,67,6,4,10,0.15,0.43,0.37,0.05,0,1,1,,40,30.0,40.0,10.0,10.0,0.0,10.0,10.0,0.0,Ingeniería Comercial,CLP,5752000,CLP,543000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.82,0.88,2203057.25,0.83,12.29,,True,True,True,True,True
I1S1C7J4V3,1,Administración y Comercio,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA COMERCIAL,Metropolitana,A Distancia,CASA CENTRAL,4,Profesional,22,42,64,0,0,0,0.21,0.62,0.15,0.03,8,12,20,,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería Comercial,CLP,5466000,CLP,516000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.82,0.88,2203057.25,0.83,12.29,,True,True,True,True,True
I1S1C7J4V4,1,Administración y Comercio,Universidades,UNIVERSIDAD GABRIELA MISTRAL,INGENIERIA COMERCIAL,Metropolitana,A Distancia,CASA CENTRAL,6,Profesional,51,32,83,0,0,0,0.24,0.45,0.29,0.02,2,0,2,,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería Comercial,CLP,5466000,CLP,516000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,0.82,0.88,2203057.25,0.83,12.29,,True,True,True,True,True
I1S1C9J4V1,1,Humanidades,Universidades,UNIVERSIDAD GABRIELA MISTRAL,LICENCIATURA EN FILOSOFIA,Metropolitana,A Distancia,CASA CENTRAL,8,Profesional,13,40,53,1,4,5,0.28,0.59,0.14,0.0,0,5,5,,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Filosofía,CLP,3407000,CLP,321000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,,,,,,,True,True,True,True,True
I1S1C9J4V2,1,Humanidades,Universidades,UNIVERSIDAD GABRIELA MISTRAL,LICENCIATURA EN FILOSOFIA,Metropolitana,A Distancia,CASA CENTRAL,4,Profesional,0,0,0,0,0,0,,,,,0,0,0,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Filosofía,CLP,3407000,CLP,340000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,,,,,,,True,True,True,True,True
I1S1C9J4V3,1,Humanidades,Universidades,UNIVERSIDAD GABRIELA MISTRAL,LICENCIATURA EN FILOSOFIA,Metropolitana,A Distancia,CASA CENTRAL,5,Profesional,0,0,0,0,0,0,,,,,0,0,0,,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Filosofía,CLP,3407000,CLP,340000,True,4,"Av. Ricardo Lyon Nº 1177 - Providencia, Santiago",www.ugm.cl,,,,,,,True,True,True,True,True
I2S1C10J1V2,2,Educación,Universidades,UNIVERSIDAD FINIS TERRAE,PEDAGOGIA EN EDUCACION BASICA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,77,15,92,16,2,18,0.31,0.58,0.07,0.03,7,1,8,,25,20.0,25.0,30.0,15.0,0.0,10.0,10.0,0.0,Pedagogía en Educación Básica,CLP,4650000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.91,0.92,1193291.68,0.89,10.6,,True,True,True,True,True
I2S1C11J1V2,2,Educación,Universidades,UNIVERSIDAD FINIS TERRAE,PEDAGOGIA EN EDUCACION PARVULARIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,137,0,137,28,0,28,0.14,0.71,0.09,0.07,16,0,16,,25,20.0,25.0,30.0,15.0,0.0,10.0,10.0,0.0,Pedagogía en Educación de Párvulos,CLP,4650000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.71,0.8,1058550.05,0.89,10.22,,True,True,True,True,True
I2S1C12J1V1,2,Salud,Universidades,UNIVERSIDAD FINIS TERRAE,MEDICINA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),14,Profesional,437,236,673,61,33,94,0.07,0.2,0.72,0.0,48,34,82,909.57,80,15.0,25.0,15.0,30.0,0.0,0.0,15.0,0.0,Medicina,CLP,11620000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.91,0.9,3500000.0,0.98,14.95,0.12,False,False,False,False,False
I2S1C130J1V3,2,Salud,Universidades,UNIVERSIDAD FINIS TERRAE,ENFERMERIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,182,58,240,71,19,90,0.17,0.73,0.07,0.03,0,0,0,678.56,80,20.0,15.0,25.0,30.0,0.0,0.0,10.0,0.0,Enfermería,CLP,7451000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.87,0.93,2050000.0,0.89,10.75,0.01,False,False,False,False,False
I2S1C13J1V1,2,Salud,Universidades,UNIVERSIDAD FINIS TERRAE,ODONTOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),12,Profesional,282,111,393,54,20,74,0.22,0.56,0.21,0.01,20,5,25,715.7,60,10.0,25.0,20.0,30.0,0.0,0.0,15.0,0.0,Odontología,CLP,11510000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.56,0.77,1550000.0,0.95,15.07,0.05,False,False,False,False,True
I2S1C15J1V1,2,Salud,Universidades,UNIVERSIDAD FINIS TERRAE,KINESIOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,176,244,420,39,49,88,0.19,0.66,0.14,0.01,34,26,60,684.93,80,25.0,15.0,20.0,30.0,0.0,0.0,10.0,0.0,Kinesiología,CLP,7390000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.6,0.66,1650000.0,0.91,13.45,0.03,False,False,False,False,False
I2S1C16J1V2,2,Salud,Universidades,UNIVERSIDAD FINIS TERRAE,NUTRICION Y DIETETICA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,281,71,352,61,16,77,0.2,0.69,0.09,0.02,32,4,36,596.71,70,25.0,20.0,15.0,30.0,0.0,0.0,10.0,0.0,Nutrición y Dietética,CLP,6870000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.4,0.67,1350000.0,0.91,11.13,0.02,False,False,False,False,False
I2S1C18J1V1,2,Humanidades,Universidades,UNIVERSIDAD FINIS TERRAE,LICENCIATURA EN LITERATURA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),8,Profesional,70,14,84,5,2,7,0.22,0.62,0.12,0.02,15,5,20,,20,20.0,25.0,30.0,10.0,0.0,15.0,0.0,0.0,Licenciatura en Letras y Literatura,CLP,5480000,CLP,371289,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.35,0.59,1152079.72,0.84,10.16,,True,True,True,True,True
